reviews	canonical_rebuttals
In a related note, using MF for training BMs have been proposed previously and found to not work due to various reasons:' [SEP] 'rebuttal_concede-criticism	However, we agree that this was not clear in this first revision: atoms which were displayed looked qualitatively similar.
- The paper makes use of a result from the David MacKay textbook' [SEP] 'rebuttal_concede-criticism	However, we agree that this was not clear in this first revision: atoms which were displayed looked qualitatively similar.
- It is not clear why authors did not follow the evaluation protocol of [Achlioptas’17] or [Wu’16] more closely.' [SEP] 'rebuttal_concede-criticism	However, we agree that this was not clear in this first revision: atoms which were displayed looked qualitatively similar.
You probably have to limit the operation to a half-sphere (there's some ideas for this in Gu et al).' [SEP] 'rebuttal_concede-criticism	However, we agree that this was not clear in this first revision: atoms which were displayed looked qualitatively similar.
* The paper states multiple times that VAEAC [Ivanov et al., 2019] cannot handle partially missing data, but I don’t think this is true, since their missing features imputation experiment uses the setup of 50% truly missing features.' [SEP] 'rebuttal_concede-criticism	However, we agree that this was not clear in this first revision: atoms which were displayed looked qualitatively similar.
What is the point that you are trying to make? Also, note that some of the algorithms that you are citing there have indeed applied beyond architecture search, eg. Bayesian optimization is used for gait optimization in robotics, and Genetic algorithms have been used for automatic robot design.' [SEP] 'rebuttal_concede-criticism	However, we agree that this was not clear in this first revision: atoms which were displayed looked qualitatively similar.
#3 is so generic that a large part of the previous literature on the topic fall under this category -- not new.' [SEP] 'rebuttal_concede-criticism	However, we agree that this was not clear in this first revision: atoms which were displayed looked qualitatively similar.
The cited Berrett and Samworth MI test uses a permutation approach to obtaining the test threshold, not an asymptotic approach  (see the results of Section 4 of that paper).' [SEP] 'rebuttal_concede-criticism	However, we agree that this was not clear in this first revision: atoms which were displayed looked qualitatively similar.
"8. The itemized part in 5.3, ""...carefully selected baselines: 1.xxx, 2.xxx, 3. xxx, 4. xxx"". However, both 3 and 4 are not baselines!' [SEP] 'rebuttal_concede-criticism"	However, we agree that this was not clear in this first revision: atoms which were displayed looked qualitatively similar.
Lee et al. seem to make similar mistakes, and it is likely that their experimental design is also flawed.' [SEP] 'rebuttal_concede-criticism	However, we agree that this was not clear in this first revision: atoms which were displayed looked qualitatively similar.
Specifically, prior work considered non-missing data during training, while we can't always guarantee that all the modalities are available.' [SEP] 'rebuttal_concede-criticism	However, we agree that this was not clear in this first revision: atoms which were displayed looked qualitatively similar.
Specifically, the author mentioned Tsai et al. assumed factorized latent variables from the multimodal data, while Tsai et al. actually assumed the generation of multimodal data consists of disentangled modality-specific and multimodal factors.' [SEP] 'rebuttal_concede-criticism	However, we agree that this was not clear in this first revision: atoms which were displayed looked qualitatively similar.
It is not even clear that the final compression of the baselines would not be better.' [SEP] 'rebuttal_concede-criticism	However, we agree that this was not clear in this first revision: atoms which were displayed looked qualitatively similar.
